context1	context2	label
the [ repertory ] of the supposed feats of mesmerism	the entire range of skills or aptitudes or devices used in a particular field or occupation	T
He is so disgusting he makes my [ skin ] crawl .	a natural protective body covering and site of the sense of touch	T
the harder the [ conflict ] the more glorious the triumph "-- Thomas Paine	an open clash between two opposing groups (or individuals); --Thomas Paine	T
they are accused of conspiring to constrain [ trade ]	the commercial exchange (buying and selling on domestic or international markets) of goods and services	T
education is the [ door ] to success	anything providing a means of access (or escape)	T
they resisted every effort on his [ part ]	that which concerns a person with regard to a particular role or situation	T
the [ school ] was built in 1932	a building where young people receive education	T
this [ multiplication ] of cells is a natural correlate of growth	a multiplicative increase	T
we spread our sleeping bags on the dry [ floor ] of the tent	the inside lower horizontal surface (as of a room, hallway, tent, or other structure)	T
she beat some tough competition for the number one [ slot ]	a position in a hierarchy or organization	T
The [ seat ] of these trousers is almost worn through .	the cloth covering for the buttocks	T
We all have a [ part ] to play .	an actor's portrayal of someone in a play	T
I paid a high [ price ] for my folly .	the amount of money needed to purchase something	T
fortunately she had the good [ sense ] to run away	sound practical judgment	T
the [ quality ] of mercy is not strained "-- Shakespeare	an essential and distinguishing attribute of something or someone; --Shakespeare	T
armored from head to [ foot ]	the part of the leg of a human being below the ankle joint	T
he had a kidney [ transplant ]	an operation moving an organ from one organism (the donor) to another (the recipient)	T
We will consider performance issues under the [ head ] of future improvements .	the subject matter at issue	T
open to [ attack ] by the elements	the onset of a corrosive or destructive process (as by a chemical agent)	T
the set of all rational numbers is a [ field ]	(mathematics) a set of elements such that addition and multiplication are commutative and associative and multiplication is distributive over addition and there are two elements 0 and 1	T
they had a good [ time ] together	a person's experience on a particular occasion	T
you need four people to play this [ game ]	a contest with rules to determine a winner	T
they admired his [ performance ] under stress	any recognized accomplishment	T
his tools were in an orderly [ array ] on the basement wall	an impressive display	T
[ defense ] against hurricanes is an urgent problem	the act of defending someone or something against attack or injury	T
The club has a busy [ calendar ] this year .	a list or register of events (appointments or social events or court cases etc)	T
[ order ] ruled in the streets	established customary state (especially of society)	T
I went to a lot of [ trouble ]	an effort that is inconvenient	T
the [ queen ] of ocean liners	something personified as a woman who is considered the best or most important of her kind	T
his absence is the [ hinge ] of our plan	a circumstance upon which subsequent events depend	T
An example of a [ miracle ] associated with Muhammad is the splitting of the moon .	a marvellous event manifesting a supernatural act of a divine agent	T
Their [ encounter ] was a matter of chance	a casual or unexpected convergence	T
a [ thread ] of smoke climbed upward	any long object resembling a thin line	T
the coach said the offensive [ unit ] did a good job	an organization regarded as part of a larger social group	T
how much is the [ damage ] ?	the amount of money needed to purchase something	T
it was a fight to the [ finish ]	the downfall of someone (as of persons on one side of a conflict)	T
Walk down the [ street ] .	a thoroughfare (usually including sidewalks) that is lined with buildings	T
she kept a firm [ hold ] on the railing	the act of grasping	T
gawkers always try to get as close to the [ action ] as possible	the most important or interesting work or activity in a specific area or field	T
I 'll be there in a [ bit ] ; I need to take care of something first .     He was here just a bit ago , but it looks like he 's stepped out .	an indefinitely short time	T
she loaded her [ shopping ] into the car"women carrying home shopping did n't give me a second glance	the commodities purchased from stores; women carrying home shopping didn't give me a second glance"	T
a [ tendency ] to be too strict	an attitude of mind especially one that favors one alternative over others	T
Put that [ light ] out !	any device serving as a source of illumination	T
the ship went aground in the [ channel ]	a deep and relatively narrow body of water (as in a river or a harbor or a strait linking two larger bodies) that allows the best passage for vessels	T
these terms were used with a [ vagueness ] that suggested little or no thought about what each might convey	unclearness by virtue of being poorly expressed or not coherent in meaning	T
a hook - and - ladder [ company ]	a unit of firefighters including their equipment	T
it vanished into the [ night ]	darkness	T
a lengthy hospital [ stay ]	continuing or remaining in a place or state	T
there is a [ tension ] between these approaches to understanding history	a balance between and interplay of opposing elements or tendencies (especially in art or literature)	T
The judge leniently granted a sentence with no hard [ time ] .     He is not living at home because he is doing time .	the period of time a prisoner is imprisoned	T
to say they have priority is not to say they have complete [ hegemony ]	the dominance or leadership of one social group or nation over others	T
the [ throat ] of a chimney	a passage resembling a throat in shape or function	T
the [ application ] of indexes to tables of data	the action of putting something into operation	T
he ruled that the criminal [ record ] of the defendant could not be disclosed to the court	a list of crimes for which an accused person has been previously convicted	T
a [ member ] of the faculty	one of the persons who compose a social group (especially individuals who have joined and participate in a group organization)	T
every [ number ] has a unique position in the sequence	a concept of quantity involving zero and units	T
the home crowd cheered when Princeton took the [ field ]	a piece of land prepared for playing a game	T
he got [ change ] for a twenty and used it to pay the taxi driver	money received in return for its equivalent in a larger denomination or a different currency	T
Ryan wiped the [ tear ] from the paper he was crying on .	a drop of the clear salty saline solution secreted by the lacrimal glands	T
Lack of [ clarity ] on the part of the teacher will cause confusion among the students .	free from obscurity and easy to understand; the comprehensibility of clear expression	T
The [ cardinal ] number " three " can be represented as " 3 " or " three " .	the number of elements in a mathematical set; denotes a quantity but not the order	T
The [ seat ] of a saddle	furniture that is designed for sitting on	T
the contents of a [ trojan ] can be a virus or a worm	a program that appears desirable but actually contains something harmful	T
he looked around for the source of the [ disturbance ]	activity that is a malfunction, intrusion, or interruption	T
The [ tumult ] of the elements	violent agitation	T
You have a two - hour [ window ] of clear weather to finish working on the lawn .	the time period that is considered best for starting or finishing something	T
the written [ part ] of the exam	one of the portions into which something is regarded as divided and which together constitute a whole	T
a heart [ condition ]	an illness, disease, or other medical problem	T
the first [ shock ] of the earthquake came shortly after noon while workers were at lunch	an instance of agitation of the earth's crust	T
he condemned religious [ sectarianism ]	a narrow-minded adherence to a particular sect or party or denomination	T
[ traffic ] on the internet is lightest during the night	the amount of activity over a communication system during a given period of time	T
This wood has the [ ability ] to fight off insects , fungus , and mold for a considerable time .	the quality of being able to perform; a quality that permits or facilitates achievement or accomplishment	T
She gave great [ head ] .	oral stimulation of the genitals	T
the speed with which a program can be executed depends on the [ language ] in which it is written	a systematic means of communicating by the use of sounds or conventional symbols	T
he enjoyed selling but he hated the [ travel ]	the act of going from one place to another	T
Every time we asked for an interview we got a [ denial ] .	the act of refusing to comply (as with a request)	T
a [ set ] of books	a group of things of the same kind that belong together and are so used	T
The [ class ] of all sets is not a set .	a collection of things sharing a common attribute	T
He needs some time in the [ field ] before his judgment can be trusted .	somewhere (away from a studio or office or library or laboratory) where practical work is done or data is collected	T
I 'm making coleslaw ; do you know where the [ grater ] is ?	utensil with sharp perforations for shredding foods (as vegetables or cheese)	T
A flexor , which bends a part , is the [ antagonist ] of an extensor , which extends it .	a muscle that relaxes while another contracts	T
Oil [ field ] ;    gold field	extensive tract of level open land	T
his friendship was a [ comfort ]	satisfaction or physical well-being provided by a person or thing	T
he celebrated his 10th [ season ] with the ballet company	a period of the year marked by special events or activities in some field	T
the [ cup ] of her bra	any cup-shaped concavity	T
Within the [ compass ] of an encircling wall	the limit of capability	T
Day and night ;    I work at night and sleep during the [ day ] .	the time after sunrise and before sunset while it is light outside	T
we live in a litigious [ age ]	an era of history having some distinctive feature	T
what a revolting [ development ] !	a recent event that has some relevance for the present situation	T
he wanted to live his own [ life ] without interference from others	the course of existence of an individual; the actions and events that occur in living	T
they stopped at an open [ space ] in the jungle	an empty area (usually bounded in some way between things)	T
the defensive [ platoon ] of the football team	a group of persons who are engaged in a common activity	T
trade [ fair ]	gathering of producers to promote business	T
Now that we 're all in agreement , we can put that issue to [ rest ] .	a state of inaction	T
give your home a [ facelift ]	a renovation that improves the outward appearance (as of a building) but usually does not involve major changes	T
the [ formation ] of memories	creation by mental activity	T
The Moon 's [ orbit ] around the Earth takes nearly one month to complete .	the (usually elliptical) path described by one celestial body in its revolution about another	T
files with a red [ tab ] will be stored separately	a short strip of material attached to or projecting from something in order to facilitate opening or identifying or handling it	T
it was great to feel my [ baby ] moving about inside	an unborn child; a human fetus	T
she got a [ run ] in her stocking	a row of unravelled stitches	T
I do it for the [ fun ] of it	activities that are enjoyable or amusing	T
he is on the purchasing [ side ] of the business	an aspect of something (as contrasted with some other implied aspect)	T
he gave it up as a bad [ job ]	the performance of a piece of work	T
in England they call a slowpoke a [ slowcoach ]	someone who moves slowly	T
a four - month [ stay ] in bankruptcy court	continuing or remaining in a place or state	T
boys in the village have probably been shooting [ vermin ]	any of various small animals or insects that are pests; e.g. cockroaches or rats	T
Thomas listened to his favorite [ song ] on the radio yesterday .	a short musical composition with words	T
his [ state ] of health	the way something is with respect to its main attributes	T
We 're adding another [ wall ] in this room during the remodeling .	an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure	T
he built a modest [ dwelling ] near the pond	housing that someone is living in	T
he started the [ company ] in his garage	an institution created to conduct business	T
a [ wave ] of settlers	a movement like that of a sudden occurrence or increase in a specified phenomenon	T
It 's become a [ habit ] of mine to have a cup of coffee after dinner .	an established custom	T
Is there any [ news ] about the storm ?	information reported in a newspaper or news magazine	T
* Rear Adm. Harry Hill , put in command of the amphibious force , consults with local mariners and reaches a cautious consensus that [ neap ] high tide in the lagoon on November 20 will surely be close to five feet deep . — Michael Kernan , ( Tarawa ) " ... heavy fire ... unable to land ... issue in doubt . " , Smithsonian , Vol . 24 Issue 8 , p118 , 11p , 1c , 9bw , Nov , 1993	a less than average tide occurring at the first and third quarters of the moon	T
one [ trouble ] after another delayed the job	a source of difficulty	T
I could feel the runner 's [ breath ] on my shoulder .	the air that is inhaled and exhaled in respiration	T
I have little [ disposition ] now to do as you say .	an attitude of mind especially one that favors one alternative over others	T
a [ variant ] of the same word	something a little different from others of the same type	T
convert all the measurements to [ metric ] units	a decimal unit of measurement of the metric system (based on meters and kilograms and seconds)	T
he dusted off the [ seat ] before sitting down	any support where you can sit (especially the part of a chair or bench etc. on which you sit)	T
they had a fierce [ wrestle ]	the act of engaging in close hand-to-hand combat	T
he blamed his [ slip ] on the ice	an accidental misstep threatening (or causing) a fall	T
a [ fit ] of coughing	a sudden uncontrollable attack	T
Having people round for dinner was always quite an [ occasion ] at our house .	an event that occurs at a critical time	T
For Freudians , [ libido ] means the desire to " unite and bind " with objects in the world .	(psychoanalysis) a Freudian term for sexual urge or desire	T
humans have 22 [ chromosome ] pairs plus two sex chromosomes	a threadlike strand of DNA in the cell nucleus that carries the genes in a linear order	T
The ballet dancer walked with a graceful [ attitude ]	the arrangement of the body and its limbs	T
An incident which happened about this time will set the characters of these two lads more fairly before the discerning reader than is in the [ power ] of the longest dissertation .	possession of controlling influence	T
what is the origin of the [ outwardness ] of our sensations of sound , smell , or taste	concern with outward things or material objects as opposed to the mind and spirit	T
the Democratic Party is an [ umbrella ] for many liberal groups	having the function of uniting a group of similar things	T
attempts to explain the origin of [ evil ] in the world	the quality of being morally wrong in principle or practice	T
He performed in [ drag ] .	clothing that is conventionally worn by the opposite sex (especially women's clothing when worn by a man)	T
* 1992 : Uncomfortably , I thought of the Bacchae : hooves and bloody ribs , scraps dangling from the fir trees . There was a word for it in Greek : [ omophagia ] . — Donna Tartt , The Secret History	the eating of raw food	T
meat [ loaf ]	a quantity of food (other than bread) formed in a particular shape	T
a man of [ quality ]	high social status	T
without him the [ dullness ] of her life crept into her work no matter how she tried to compartmentalize it .	lack of sensibility	T
He had worked in [ construction ] all his life .	the commercial activity involved in repairing old structures or constructing new ones	T
he failed in his manner of [ address ] to the captain	the manner of speaking to another individual	T
in the political [ orbit ] of a world power	an area in which something acts or operates or has power or control:	T
An [ account ] of a battle .	a record or narrative description of past events	T
the barber did a real [ job ] on my hair	a damaging piece of work	T
a cartilaginous [ style ]	a slender bristlelike or tubular process	T
from the [ tone ] of her behavior I gathered that I had outstayed my welcome	the quality of something (an act or a piece of writing) that reveals the attitudes and presuppositions of the author	T
the soldiers were put on [ fatigue ] to teach them a lesson	labor of a nonmilitary kind done by soldiers (cleaning or digging or draining or so on)	T
they were sitting by the [ water ] 's edge	the part of the earth's surface covered with water (such as a river or lake or ocean)	T
the outcome justified the [ search ]	an investigation seeking answers	T
they had a [ window ] of less than an hour when an attack would have succeeded	the time period that is considered best for starting or finishing something	T
an [ outfitter ] provided everything needed for the safari	someone who sells men's clothes	F
the student [ body ]	the body excluding the head and neck and limbs	F
they attacked the enemy 's [ line ]	a conceptual separation or distinction	F
that 's the [ size ] of the situation	the physical magnitude of something (how big it is)	F
Printed [ matter ] ;    He always took some reading matter with him on the plane .	(used with negation) having consequence	F
it may rain in which [ case ] the picnic will be canceled	nouns or pronouns or adjectives (often marked by inflection) related in some way to other words in a sentence	F
there 's good [ stuff ] in that book	unspecified qualities required to do or be something	F
he has a [ hold ] over them	time during which some action is awaited	F
the [ reason ] a steady state was never reached was that the back pressure built up too slowly	the capacity for rational thought or inference or discrimination	F
he went to law school out of [ respect ] for his father 's wishes	a feeling of friendship and esteem	F
he tried to sing the tenor [ part ]	a line of scalp that can be seen when sections of hair are combed in opposite directions	F
he gave the door a hard [ push ]	the force used in pushing	F
she threw the [ invitation ] away	a tempting allurement	F
he sensed the [ presence ] of danger	the state of being present; current existence	F
they made a futile [ play ] for power	movement or space for movement	F
he is playing [ third ]	the third from the lowest forward ratio gear in the gear box of a motor vehicle	F
take a [ left ] at the corner	the hand that is on the left side of the body	F
the cognitive [ operation ] of remembering	a business especially one run on a large scale	F
this dish could use a [ touch ] of garlic	the faculty by which external objects or forces are perceived through contact with the body (especially the hands)	F
he always blames someone else in the immediate [ neighborhood ]	the approximate amount of something (usually used prepositionally as in `in the region of')	F
loss of blood is an important cause of [ shock ]	a reflex response to the passage of electric current through the body	F
did n't know the [ way ] home	the property of distance in general	F
This song keeps going through my [ head ] .	the striking part of a tool	F
they gave full [ play ] to the artist 's talent	a dramatic work intended for performance by actors on a stage	F
the [ sound ] awakened them	a narrow channel of the sea joining two larger bodies of water	F
She 's my love , my [ life ] .	the experience of being alive; the course of human events and activities	F
they put out quite a [ spread ]	a conspicuous disparity or difference as between two figures	F
The exploring party went through the high [ gap ] in the mountains .	an act of delaying or interrupting the continuity	F
an [ occasion ] arranged to honor the president	reason	F
[ confidence ] is always borrowed , never owned	freedom from doubt; belief in yourself and your abilities	F
the [ soul ] of honor	a secular form of gospel that was a major Black musical genre in the 1960s and 1970s	F
the magnetic [ effect ] was greater when the rod was lengthwise	(of a law) having legal validity	F
Government and [ business ] could not agree	the activity of providing goods and services involving financial and commercial and industrial aspects	F
What [ make ] of car do you drive ?	the act of mixing cards haphazardly	F
Today 's [ panel ] includes John Smith .	electrical device consisting of a flat insulated surface that contains switches and dials and meters for controlling other electrical devices	F
he hit the ball to deep [ center ]	the object upon which interest and attention focuses	F
he sailed around the [ world ]	all of the living human inhabitants of the earth	F
the [ change ] of government had no impact on the economy	a thing that is different	F
the [ coast ] is clear	the act of moving smoothly along a surface while remaining in contact with it	F
arrogance and lack of [ taste ] contributed to his rapid success	a brief experience of something	F
a piano was in one [ corner ] of the room	the point where two lines meet or intersect	F
the so - called glorious experiment came to an inglorious [ end ]	the concluding parts of an event or occurrence	F
a remarkable [ degree ] of frankness	a measure for arcs and angles	F
his saxophone was in [ pledge ]	a binding commitment to do or give or refrain from something	F
atheists do not enjoy a favorable [ position ] in American life	an item on a list or in a sequence	F
there was a [ light ] at every corner	having abundant light or illumination	F
There was a [ catch ] in his voice when he spoke his father 's name .	a cooperative game in which a ball is passed back and forth	F
she lost all [ respect ] for him	a courteous expression (by word or deed) of esteem or regard	F
he wanted to feel a [ part ] of something bigger than himself	an actor's portrayal of someone in a play	F
the [ pursuit ] of love	the act of pursuing in an effort to overtake or capture	F
the people slowly progressed from barbarism to [ civilization ]	the quality of excellence in thought and manners and taste	F
He has a lot of [ interest ] in vintage cars .	(usually plural) a social group whose members control some field of activity and who have common aims	F
The chimney [ corner ] was full of cobwebs .	an interior angle formed by two meeting walls	F
the second [ movement ] is slow and melodic	the driving and regulating parts of a mechanism (as of a watch or clock)	F
you take a [ chance ] when you let her drive	a possibility due to a favorable combination of circumstances	F
they say he gives good [ head ]	the top of something	F
the winning [ goal ] came with less than a minute left to play	the state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it	F
a poor [ excuse ] for an automobile	a note explaining an absence	F
the [ course ] of the river	education imparted in a series of lessons or meetings	F
the direction of maximum [ tension ] moves asymptotically toward the direction of the shear	a balance between and interplay of opposing elements or tendencies (especially in art or literature)	F
Membership of this golf club is limited to those of [ quality ] and wealth .	an essential and distinguishing attribute of something or someone; --Shakespeare	F
his novels always have a lot of [ action ]	a process existing in or produced by nature (rather than by the intent of human beings)	F
they applied for an [ extension ] of the loan	the most direct or specific meaning of a word or expression; the class of objects that an expression refers to	F
You need to learn to be more tolerant of [ difference ] .	a significant change	F
get to the [ point ]	an instant of time	F
Go to the supermarket and buy some [ tea ] .	dried leaves of the tea shrub; used to make tea	F
he has an unlisted [ number ]	the property possessed by a sum or total or indefinite quantity of units or individuals	F
he occupied a [ post ] in the treasury	a pole or stake set up to mark something (as the start or end of a race track)	F
the policy so far is all [ stick ] and no carrot	informal terms for the leg	F
a bedside [ stand ]	a defensive effort	F
night [ spot ]	a small contrasting part of something	F
he is out of [ action ]	the operating part that transmits power to a mechanism	F
it was just [ smoke ] and mirrors	(baseball) a pitch thrown with maximum velocity	F
settling a [ score ]	the act of scoring in a game or sport	F
she was his main [ squeeze ]	the act of gripping and pressing firmly	F
it was debated whether saving [ grace ] could be obtained outside the membership of the church	(Christian theology) the free and unmerited favor or beneficence of God	F
He cut a sorry [ figure ] standing there in the rain .	a model of a bodily form (especially of a person)	F
he put flowers on his mother 's [ grave ]	death of a person	F
all the salesmen met their [ quota ] for the month	a limitation on imports	F
he gave us a general [ formula ] for attacking polynomials	a group of symbols that make a mathematical statement	F
The accusative [ case ] canonically indicates a direct object .    Latin has six cases , and remnants of a seventh .	a specific state of mind that is temporary	F
he got out of [ line ]	a mark that is long relative to its width	F
he sacrificed a [ piece ] to get a strategic advantage	an artistic or literary composition	F
The English [ language ] ;    sign language	the cognitive processes involved in producing and understanding linguistic communication	F
add it to my [ score ] and I 'll settle later	a set of twenty members	F
make [ way ] for	a line leading to a place or point	F
Printing at higher [ resolution ] will cause a reduction in performance .	a statement that solves a problem or explains how to solve the problem	F
the [ arrangement ] of the furniture	an orderly grouping (of things or persons) considered as a unit; the result of arranging	F
matters came to a [ head ] yesterday	an individual person	F
the [ foot ] of the mountain	the part of the leg of a human being below the ankle joint	F
the boxer was a magnificent fighting [ machine ]	an intricate organization that accomplishes its goals efficiently	F
in a static [ system ] oil can not be replaced by water on a surface	a group of independent but interrelated elements comprising a unified whole	F
the trapped miners found a [ pocket ] of air	a small isolated group of people	F
the [ explosion ] was heard a mile away	a sudden outburst	F
he threw a [ flare ] to the fullback who was tackled for a loss	a sudden recurrence or worsening of symptoms	F
I 'm convinced that there was a [ presence ] in that building that I ca n't explain , which led to my heroic actions .	the state of being present; current existence	F
he prepared his [ presentation ] carefully in advance	(obstetrics) position of the fetus in the uterus relative to the birth canal	F
the range and [ variety ] of his work is amazing	(biology) a taxonomic category consisting of members of a species that differ from others of the same species in minor but heritable characteristics	F
I am reading a good [ book ] on economics	a record in which commercial accounts are recorded	F
he got a [ tip ] on the stock market	the top or extreme point of something (usually a mountain or hill)	F
he bought some [ reading ] material at the airport	the act of measuring with meters or similar instruments	F
mailed an indignant [ letter ] to the editor	owner who lets another person use something (housing usually) for hire	F
The country [ set ]	several exercises intended to be done in series	F
the market was up at the [ finish ]	a highly developed state of perfection; having a flawless or impeccable quality; ; ; --Joseph Conrad	F
The [ hollow ] of the hand or of a tree	a small valley between mountains	F
a [ corner ] on the silver market	an interior angle formed by two meeting walls	F
the [ bite ] of satire	a light informal meal	F
a homeless [ tramp ]	a heavy footfall	F
players had to reserve a [ court ] in advance	respectful deference	F
slices of hard - boiled egg on a [ bed ] of spinach	a stratum of ore or coal thick enough to be mined with profit	F
a [ stretch ] of clear water	an unbroken period of time during which you do something	F
she broke the record for the half - mile [ run ]	the act of running; traveling on foot at a fast pace	F
you have n't got the [ heart ] for baseball	a playing card in the major suit that has one or more red hearts on it	F
the tires showed uneven [ wear ]	the act of having on your person as a covering or adornment	F
is the [ direction ] of the economy a function of government ?	a general course along which something has a tendency to develop	F
The mixer returned to the plant for another [ fill ] .	a quantity sufficient to satisfy	F
I was right in the middle of a [ stretch ] when the phone rang .	an unbroken period of time during which you do something	F
She lost all her respect and [ authority ] after turning up drunk to the meeting .	an administrative unit of government	F
A rifle [ action ]	the most important or interesting work or activity in a specific area or field	F
I had a strange [ feeling ] in my leg	the experiencing of affective and emotional states	F
The military [ academy ] at West Point ; a riding academy ; the Academy of Music .	a learned establishment for the advancement of knowledge	F
[ energy ] can take a wide variety of forms	enterprising or ambitious drive	F
the [ break ] seems to have been caused by a fall	a pause from doing something (as work)	F
on the one [ hand ] ... , but on the other hand ...	something written by hand	F
he tried to blame the victim but his success on that [ score ] was doubtful	a resentment strong enough to justify retaliation	F
charges of opposite [ sign ]	a public display of a message	F
He 's a sorry [ excuse ] of a doctor .	a note explaining an absence	F
tickets are $ 5 per [ head ]	a single domestic animal	F
there was a [ note ] of uncertainty in his voice	a piece of paper money (especially one issued by a central bank)	F
The [ surprise ] attack was devastating .	the astonishment you feel when something totally unexpected happens to you	F
the plane turned to make a second [ pass ]	a document indicating permission to do something without restrictions	F
he was ejected for protesting the [ call ]	a telephone connection	F
it was a [ case ] of bad judgment	a specific state of mind that is temporary	F
he took his [ leave ]	permission to do something	F
pottery was his [ life ]	the period from the present until death	F
he tried to catch her [ eye ]	a small hole or loop (as in a needle)	F
they were an angry [ lot ]	(often followed by `of') a large number or amount or extent	F
he had lost [ control ] of his sphincters	discipline in personal and social activities	F
There are several species of wild flowers growing in this [ field ] .	extensive tract of level open land	F
a sudden [ recognition ] of the problem he faced	approval	F
his instructions deliberately gave them the wrong [ set ]	(mathematics) an abstract collection of numbers or symbols	F
I 've got to go to the [ head ] .	that which is responsible for one's thoughts and feelings; the seat of the faculty of reason	F
the [ development ] and printing of his pictures took only two hours	a state in which things are improving; the result of developing (as in the early part of a game of chess)	F
the statue stood on a marble [ support ]	the act of bearing the weight of or strengthening	F
He needs to regain her [ trust ] if he is ever going to win her back .	something (as property) held by one party (the trustee) for the benefit of another (the beneficiary)	F
[ authority ] for the program was renewed several times	an expert whose views are taken as definitive	F
the political [ picture ] is favorable	illustrations used to decorate or explain a text	F
there was a [ dip ] in the road	tasty mixture or liquid into which bite-sized foods are dipped	F
a briar [ patch ]	a small contrasting part of something	F
he returned to the [ land ] of his birth	the solid part of the earth's surface	F
He looked at her for ten full minutes before [ recognition ] dawned .	(biology) the ability of one molecule to attach to another molecule that has a complementary shape	F
suddenly her gigantic power melted into [ softness ] for the baby	a state of declining economic condition	F
I could n't tell what the [ thing ] was	a persistent illogical feeling of desire or aversion	F
the dog 's woolly [ shag ]	a fabric with long coarse nap	F
Would male strippers be appropriate for the divorce [ shower ] ?	a brief period of precipitation	F
a [ figure ] of $ 17 was suggested	a diagram or picture illustrating textual material	F
Time stops for nobody .     the ebb and flow of [ time ]	a suitable moment	F
a [ history ] of France	the aggregate of past events	F
the [ head ] of the whole operation	a single domestic animal	F
the battery had a short [ life ]	the condition of living or the state of being alive	F
competition was pushing them to the [ wall ]	an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure	F
he bought a [ book ] of stamps	a collection of rules or prescribed standards on the basis of which decisions are made	F
the TV program has a new time [ slot ]	a small slit (as for inserting a coin or depositing mail)	F
A [ force ] out was recorded on the scorecard .	(physics) the influence that produces a change in a physical quantity	F
they put it into containers for [ ease ] of transportation	a freedom from financial difficulty that promotes a comfortable state	F
The name Cézanne is written with an acute [ accent ] .	special importance or significance	F
he hoped for a new [ life ] in Australia	the experience of being alive; the course of human events and activities	F
I 'm worried that the [ load ] on that transformer will be too high .	a quantity that can be processed or transported at one time	F
measures for the [ control ] of disease	a standard against which other conditions can be compared in a scientific experiment	F
this sweater is an all - wool [ number ]	a short theatrical performance that is part of a longer program	F
If you were in my [ place ] what would you do ?	an abstract mental location	F
she tends to make a big [ production ] out of nothing	an artifact that has been created by someone or some process	F
Georgie Fame plays all types of keyboards including electric piano , [ organ ] , and Hammond organ .	a periodical that is published by a special interest group	F
Nicklaus had a [ run ] of birdies	unrestricted freedom to use	F
a bad [ reaction ] to the medicine	extreme conservatism in political or social matters	F
He 's always stuffing his [ face ] with chips .	a surface forming part of the outside of an object	F
what was your [ score ] on your homework ?	a number that expresses the accomplishment of a team or an individual in a game or contest	F
the thread would n't go through the [ eye ]	an area that is approximately central within some larger region	F
a [ check ] on its dependability under stress	a written order directing a bank to pay money	F
under the [ head ] of minor Roman poets	the source of water from which a stream arises	F
Let 's go for a [ run ] in the car .	unrestricted freedom to use	F
it was a sturdy [ table ]	a company of people assembled at a table for a meal or game	F
drop me a [ line ] when you get there	a fortified position (especially one marking the most forward position of troops)	F
her friends organized a baby [ shower ] for her when she was expecting	washing yourself by standing upright under water sprayed from a nozzle	F
there was too much [ play ] in the steering wheel	(game) the activity of doing something in an agreed succession	F
You can tell that the secret ingredient missing from New CokeTM was [ vanilla ] , because certain South American economies collapsed when it was introduced , and miraculously revived when the old formula was used again .	a flavoring prepared from vanilla beans macerated in alcohol (or imitating vanilla beans)	F
politicians have to respect a mass [ movement ]	a change of position that does not entail a change of location	F
she was humming an [ air ] from Beethoven	the region above the ground	F
a public [ force ] is necessary to give security to the rights of citizens	one possessing or exercising power or influence or authority	F
the Republican [ nomination ] for Governor	the condition of having been proposed as a suitable candidate for appointment or election	F
Shopping [ center ]	(football) the person who plays center on the line of scrimmage and snaps the ball to the quarterback	F
there was a [ reversal ] of autonomic function	turning in an opposite direction or position	F
The [ head ] of the compass needle is pointing due north .	a dense cluster of flowers or foliage	F
he encountered a general feeling of [ resistance ] from many citizens	the capacity of an organism to defend itself against harmful environmental agents	F
The patient was bleeding on the right [ side ] .	an aspect of something (as contrasted with some other implied aspect)	F
his gross income was enough that he had to file a tax [ return ]	a coming to or returning home	F
the pirates hid their [ treasure ] on a small island in the West Indies	a collection of precious things	F
when these final episodes are broadcast it will be the [ finish ] of the show	the temporal end; the concluding time	F
I hope to become one of their [ number ] before I die	an item of merchandise offered for sale	F
the [ reason ] that war was declared	a fact that logically justifies some premise or conclusion	F
they are the progressive [ wing ] of the Republican Party	the wing of a fowl	F
Cut the skin with the [ point ] of the knife .	sharp end	F
he answered the first question willingly , the second reluctantly , and the [ third ] with resentment	the third from the lowest forward ratio gear in the gear box of a motor vehicle	F
in just a [ bit ]	a unit of measurement of information (from binary + digit); the amount of information in a system having two equiprobable states	F
the [ pull ] up the hill had him breathing harder	the force used in pulling	F
the unlawful [ restraint ] of trade	a rule or condition that limits freedom	F
We went there by [ foot ] because we could not afford a taxi .	the lower part of anything	F
the [ sight ] of his wife brought him back to reality	the act of looking or seeing or observing	F
it was all done in [ play ]	(in games or plays or other performances) the time during which play proceeds	F
The [ shot ] was wide off the mark .	a small drink of liquor	F
lightning produced an unusual [ union ] of the metals	a set containing all and only the members of two or more given sets	F
it all happened in the [ space ] of 10 minutes	the unlimited expanse in which everything is located	F
They endured a [ torrent ] of inquiries .	an overwhelming number or amount	F
Suddenly , in the crowd , I felt a [ touch ] at my shoulder .	a slight but appreciable amount	F
Karma 's a [ bitch ] .	female of any member of the dog family	F
the jar had a wide [ mouth ]	an opening that resembles a mouth (as of a cave or a gorge)	F
their nomadic [ mode ] of existence	a particular functioning condition or arrangement	F
he operated a [ bank ] of switches	a long ridge or pile	F
they tracked him back toward the [ head ] of the stream	a V-shaped mark at one end of an arrow pointer	F
the salesman 's [ call ] on a customer	the characteristic sound produced by a bird	F
[ economy ] of effort	frugality in the expenditure of money or resources	F
Canst thou thunder with a [ voice ] like him ? — Job 40:9	a sound suggestive of a vocal utterance	F
if you hurry you 'll catch the [ post ]	military installation at which a body of troops is stationed	F
the [ head ] of the nail " , " a pinhead is the head of a pin	the subject matter at issue	F
