context1	context2	label
they developed a scheme of mutual [ support ]	aiding the cause or policy or interests of||aid assist assistance help	T
The [ resistance ] of bacteria to certain antibiotics	the military action of resisting the enemy's advance||military_action action	T
no human [ situation ] is simple	a complex or critical or unusual difficulty||difficulty	T
they moved in under a [ mask ] of friendship	activity that tries to conceal something||concealment concealing hiding	T
he bought a new stereo [ system ]	instrumentality that combines interrelated interacting artifacts designed to work as a coherent entity||instrumentality instrumentation	T
The [ lyric ] in line 3 does n't rhyme .	the text of a popular song or musical-comedy number||text textual_matter	T
the company tried to project an altruistic [ image ]	the general impression that something (a person or organization or product) presents to the public||impression effect	T
[ hunger ] for affection	strong desire for something (not food or drink)||desire	T
they had to complete the [ sale ] before the banks closed	a particular instance of selling||selling merchandising marketing	T
[ perversion ] also shows up in kinky telephone cords	a curve that reverses the direction of something||curve curved_shape	T
she asked for money and then the [ fun ] began	violent and excited activity||activity	T
there was a three - story [ building ] on the corner	a structure that has a roof and walls and stands more or less permanently in one place||structure construction	T
Her favorite [ subject ] is physics .	a branch of knowledge||knowledge_domain knowledge_base domain	T
the people concerned have a [ deficit ] in verbal memory	a deficiency or failure in neurological or mental functioning||lack deficiency want	T
He ate a [ third ] of the pie . Divided by two - thirds .	the musical interval between one note and another three notes away from it||interval musical_interval	T
the American public is experiencing scandal [ fatigue ]	(always used with a modifier) boredom resulting from overexposure to something||boredom ennui tedium	T
She 's a [ kid ] . It 's normal for her to have imaginary friends .	a young person of either sex||juvenile juvenile_person	T
He slipped through an [ opening ] in the crowd .	an open or empty space in or between things||space	T
I gave him a [ bit ] of my mind	a small piece or quantity of something||small_indefinite_quantity small_indefinite_amount	T
he predicted that although it is of small [ account ] now it will rapidly increase in importance	importance or value||importance	T
it was on the [ order ] of a mile	a degree in a continuum of size or quantity||magnitude	T
a working [ stiff ]	an ordinary man||man adult_male	T
the union was brought into [ submission ]	the condition of having submitted to control by someone or something else||condition status	T
he cut a fine [ figure ]	the impression produced by a person||impression effect	T
A horse hates having a [ bit ] put in its mouth .	piece of metal held in horse's mouth by reins and used to control the horse while riding||stable_gear saddlery tack	T
the timing and [ control ] of his movements were unimpaired	(physiology) regulation or maintenance of a function or action or reflex etc||bodily_process body_process bodily_function activity	T
He got a [ loan ] of five thousand pounds .	the temporary provision of money (usually at interest)||debt	T
the banjo had a long [ neck ]	a narrow part of an artifact that resembles a neck in position or form||part portion	T
Victorian furniture is an [ interest ] of mine .	a diversion that occupies one's time and thoughts (usually pleasantly)||diversion recreation	T
the team enjoyed a brief [ run ] of victories	an unbroken chronological sequence||sequence chronological_sequence succession successiveness chronological_succession	T
she has no peer in the [ concoction ] of mystery stories	the invention of a scheme or story to suit some purpose||invention innovation excogitation conception design	T
some students had stolen the [ key ] to the final exam	a list of answers to a test||list listing	T
she preferred the black nylon [ number ]	an item of merchandise offered for sale||merchandise ware product	T
My [ neighbour ] has an annoying cat .	a person who lives (or is located) near another||person individual someone somebody mortal soul	T
he waited a long [ time ]	an indefinite period (usually marked by specific attributes or activities)||time_period period_of_time period	T
he made a good [ impression ]	an outward appearance||appearance visual_aspect	T
the play was just a [ vehicle ] to display her talents	a medium for the expression or achievement of something||medium	T
the noisy [ voice ] of the waterfall	a sound suggestive of a vocal utterance||sound	T
a ship in [ distress ]	a state of adversity (danger or affliction or need)||adversity hardship hard_knocks	T
The " Ring of the Nibelung " is a [ cycle ] of four operas by Richard Wagner , the famous nineteenth - century German composer .	a series of poems or songs on the same theme||series	T
the [ power ] of his love saved her	possession of controlling influence||quality	T
he will hold office until the [ spring ] of next year	the season of growth||season time_of_year	T
spoke a good word in his friend 's [ behalf ]	for someone's benefit (usually expressed as `in behalf' rather than `on behalf' and usually with a possessive)||sake interest	T
the news spread rapidly through the medical [ profession ]	the body of people in a learned occupation||occupational_group vocation	T
There is a lovely little [ church ] in the valley .	a place for public (especially Christian) worship||place_of_worship house_of_prayer house_of_God house_of_worship	T
they retreated in the face of withering enemy [ fire ]	the act of firing weapons or artillery at an enemy||attack onslaught onset onrush	T
it came by the first [ post ]	the delivery and collection of letters and packages||delivery bringing	T
his [ hand ] was illegible	something written by hand||writing	T
he wants to reconstruct the original [ text ]	the words of something written||matter	T
he ate his [ fill ] of potatoes	a quantity sufficient to satisfy||enough sufficiency	T
do you have a [ light ] ?	a device for lighting or igniting fuel or charges or fires||device	T
the expanded [ window ] will give us time to catch the thieves	the time period that is considered best for starting or finishing something||time_period period_of_time period	T
there was too much for one [ person ] to do	a human being||causal_agent cause causal_agency	T
He changed seat to get a complete [ view ] of the stage .	the act of looking or seeing or observing||look looking looking_at	T
both companies will retain control over the [ commercialization ] of their own products	the act of commercializing something; involving something in commerce||exploitation development	T
" A great part of [ courage ] is the courage of having done the thing before . " —Ralph Waldo Emerson	a quality of spirit that enables you to face danger or pain without showing fear||spirit	T
a [ body ] of law	a collection of particulars considered as a system||system scheme	T
[ unemployment ] is a serious social evil	the state of being unemployed or not having a job||state	T
the police are following a promising [ lead ]	evidence pointing to a possible solution||evidence grounds	T
The Supreme Court upheld the principle of one person , one [ vote ] .	a choice that is made by counting the number of people in favor of each alternative||choice selection option pick	T
the [ war ] on poverty	a concerted campaign to end something that is injurious||campaign cause crusade drive movement effort	T
his reaction was the [ product ] of hunger and fatigue	a consequence of someone's efforts or of a particular set of circumstances||consequence effect outcome result event issue upshot	T
She has two bachelor 's degrees and is studying towards a master 's [ degree ] .	an award conferred by a college or university signifying that the recipient has satisfactorily completed a course of study||award accolade honor honour laurels	T
from cradle to [ grave ]	death of a person||death dying demise	T
The government provides [ support ] to the arts in several ways .	aiding the cause or policy or interests of||aid assist assistance help	T
the [ area ] of a rectangle	the extent of a 2-dimensional surface enclosed within a boundary||extent	T
Put a big sign on each [ face ] of the building that can be seen from the road .	a surface forming part of the outside of an object||surface	T
The girls were playing in the [ court ] .	an area wholly or partly surrounded by walls or buildings||area	T
I dropped in on the [ surgery ] as I was passing to show the doctor my hemorrhoids .	a room where a doctor or dentist can be consulted||room	T
he works on [ commission ]	a fee for services rendered based on a percentage of an amount received or collected or agreed to be paid (as distinguished from a salary)||fee	T
After the power failure , we had to restore the database from [ backup ] .	(computer science) a copy of a file or directory on a separate storage device||duplicate duplication	T
That dress caught her [ eye ] .	attention to what is seen||attention attending	T
my father considered the [ commercialization ] of Christmas to be a sacrilege	the act of commercializing something; involving something in commerce||exploitation development	T
stop being a [ baby ] !	an immature childish person||person individual someone somebody mortal soul	T
the Union [ action ] of emancipating Southern slaves	an act by a government body or supranational organization||group_action	T
The child was a [ charge ] of the nanny .	a person committed to your care||dependant dependent	T
had [ difficulty ] walking	an effort that is inconvenient||effort elbow_grease exertion travail sweat	T
the battalion was a mere [ skeleton ] of its former self	something reduced to its minimal form||minimum lower_limit	T
a [ head ] of lettuce	a dense cluster of flowers or foliage||plant_organ	T
It 's been an [ age ] since we last saw you .	how long something has existed||property	T
I 'm so grateful to God for the [ grace ] that He has given me .	(Christian theology) the free and unmerited favor or beneficence of God||beneficence	T
a [ wall ] of smoke	anything that suggests a wall in structure or function or effect||object physical_object	T
how it got out is a [ mystery ]	something that baffles understanding and cannot be explained||perplexity	T
The child 's [ breath ] came quickly and unevenly .	the process of taking in and expelling air during breathing||bodily_process body_process bodily_function activity	T
The boys were playing kickball in the mud ;    Steve is a [ boy ] of 16	a youthful male person||male male_person	T
the [ mechanism ] of the ear	a natural object resembling a machine in structure or function||natural_object	T
they could not act without official [ communication ] from Moscow	the activity of communicating; the activity of conveying information||act deed human_action human_activity	T
a colitis [ flare ]	a sudden recurrence or worsening of symptoms||attack	T
I 'm having a [ run ] of bad luck .	the continuous period of time during which something (a machine or a factory) operates or continues in operation||time_period period_of_time period	T
he gave a [ howl ] of pain	a long loud emotional utterance||utterance vocalization	T
That store offers a variety of products .    We 've got to sell a lot of [ product ] by the end of the month .	commodities offered for sale||commodity trade_good good	T
the [ repertory ] of the supposed feats of mesmerism	the entire range of skills or aptitudes or devices used in a particular field or occupation||collection aggregation accumulation assemblage	T
He is so disgusting he makes my [ skin ] crawl .	a natural protective body covering and site of the sense of touch||body_covering	T
the harder the [ conflict ] the more glorious the triumph "-- Thomas Paine	an open clash between two opposing groups (or individuals); --Thomas Paine||group_action	T
they are accused of conspiring to constrain [ trade ]	the commercial exchange (buying and selling on domestic or international markets) of goods and services||commerce commercialism mercantilism	T
education is the [ door ] to success	anything providing a means of access (or escape)||entree access accession admission admittance	T
they resisted every effort on his [ part ]	that which concerns a person with regard to a particular role or situation||concern	T
the [ school ] was built in 1932	a building where young people receive education||building edifice	T
this [ multiplication ] of cells is a natural correlate of growth	a multiplicative increase||increase increment growth	T
we spread our sleeping bags on the dry [ floor ] of the tent	the inside lower horizontal surface (as of a room, hallway, tent, or other structure)||horizontal_surface level	T
she beat some tough competition for the number one [ slot ]	a position in a hierarchy or organization||status position	T
The [ seat ] of these trousers is almost worn through .	the cloth covering for the buttocks||cloth_covering	T
We all have a [ part ] to play .	an actor's portrayal of someone in a play||portrayal characterization enactment personation	T
I paid a high [ price ] for my folly .	the amount of money needed to purchase something||cost	T
fortunately she had the good [ sense ] to run away	sound practical judgment||sagacity sagaciousness judgment judgement discernment	T
the [ quality ] of mercy is not strained "-- Shakespeare	an essential and distinguishing attribute of something or someone; --Shakespeare||attribute	T
armored from head to [ foot ]	the part of the leg of a human being below the ankle joint||vertebrate_foot pedal_extremity	T
he had a kidney [ transplant ]	an operation moving an organ from one organism (the donor) to another (the recipient)||operation surgery surgical_operation surgical_procedure surgical_process	T
We will consider performance issues under the [ head ] of future improvements .	the subject matter at issue||subject topic theme	T
open to [ attack ] by the elements	the onset of a corrosive or destructive process (as by a chemical agent)||degeneration devolution	T
the set of all rational numbers is a [ field ]	(mathematics) a set of elements such that addition and multiplication are commutative and associative and multiplication is distributive over addition and there are two elements 0 and 1||set	T
they had a good [ time ] together	a person's experience on a particular occasion||experience	T
you need four people to play this [ game ]	a contest with rules to determine a winner||activity	T
they admired his [ performance ] under stress	any recognized accomplishment||accomplishment achievement	T
his tools were in an orderly [ array ] on the basement wall	an impressive display||display	T
[ defense ] against hurricanes is an urgent problem	the act of defending someone or something against attack or injury||protection	T
The club has a busy [ calendar ] this year .	a list or register of events (appointments or social events or court cases etc)||list listing	T
[ order ] ruled in the streets	established customary state (especially of society)||state	T
I went to a lot of [ trouble ]	an effort that is inconvenient||effort elbow_grease exertion travail sweat	T
the [ queen ] of ocean liners	something personified as a woman who is considered the best or most important of her kind||personification	T
his absence is the [ hinge ] of our plan	a circumstance upon which subsequent events depend||circumstance	T
An example of a [ miracle ] associated with Muhammad is the splitting of the moon .	a marvellous event manifesting a supernatural act of a divine agent||event	T
Their [ encounter ] was a matter of chance	a casual or unexpected convergence||convergence	T
a [ thread ] of smoke climbed upward	any long object resembling a thin line||object physical_object	T
the coach said the offensive [ unit ] did a good job	an organization regarded as part of a larger social group||organization organisation	T
how much is the [ damage ] ?	the amount of money needed to purchase something||cost	T
it was a fight to the [ finish ]	the downfall of someone (as of persons on one side of a conflict)||downfall ruin ruination	T
Walk down the [ street ] .	a thoroughfare (usually including sidewalks) that is lined with buildings||thoroughfare	T
she kept a firm [ hold ] on the railing	the act of grasping||grasping taking_hold seizing prehension	T
gawkers always try to get as close to the [ action ] as possible	the most important or interesting work or activity in a specific area or field||work	T
I 'll be there in a [ bit ] ; I need to take care of something first .     He was here just a bit ago , but it looks like he 's stepped out .	an indefinitely short time||time	T
she loaded her [ shopping ] into the car"women carrying home shopping did n't give me a second glance	the commodities purchased from stores; women carrying home shopping didn't give me a second glance"||commodity trade_good good	T
a [ tendency ] to be too strict	an attitude of mind especially one that favors one alternative over others||attitude mental_attitude	T
Put that [ light ] out !	any device serving as a source of illumination||source_of_illumination	T
the ship went aground in the [ channel ]	a deep and relatively narrow body of water (as in a river or a harbor or a strait linking two larger bodies) that allows the best passage for vessels||body_of_water water	T
these terms were used with a [ vagueness ] that suggested little or no thought about what each might convey	unclearness by virtue of being poorly expressed or not coherent in meaning||unclearness	T
a hook - and - ladder [ company ]	a unit of firefighters including their equipment||unit social_unit	T
it vanished into the [ night ]	darkness||dark darkness	T
a lengthy hospital [ stay ]	continuing or remaining in a place or state||act deed human_action human_activity	T
there is a [ tension ] between these approaches to understanding history	a balance between and interplay of opposing elements or tendencies (especially in art or literature)||balance	T
The judge leniently granted a sentence with no hard [ time ] .     He is not living at home because he is doing time .	the period of time a prisoner is imprisoned||term	T
to say they have priority is not to say they have complete [ hegemony ]	the dominance or leadership of one social group or nation over others||political_system form_of_government	T
the [ throat ] of a chimney	a passage resembling a throat in shape or function||passage	T
the [ application ] of indexes to tables of data	the action of putting something into operation||action	T
he ruled that the criminal [ record ] of the defendant could not be disclosed to the court	a list of crimes for which an accused person has been previously convicted||list listing	T
a [ member ] of the faculty	one of the persons who compose a social group (especially individuals who have joined and participate in a group organization)||associate	T
every [ number ] has a unique position in the sequence	a concept of quantity involving zero and units||definite_quantity	T
the home crowd cheered when Princeton took the [ field ]	a piece of land prepared for playing a game||tract piece_of_land piece_of_ground parcel_of_land parcel	T
he got [ change ] for a twenty and used it to pay the taxi driver	money received in return for its equivalent in a larger denomination or a different currency||cash hard_cash hard_currency	T
Ryan wiped the [ tear ] from the paper he was crying on .	a drop of the clear salty saline solution secreted by the lacrimal glands||drop drib driblet	T
Lack of [ clarity ] on the part of the teacher will cause confusion among the students .	free from obscurity and easy to understand; the comprehensibility of clear expression||comprehensibility understandability	T
The [ cardinal ] number " three " can be represented as " 3 " or " three " .	the number of elements in a mathematical set; denotes a quantity but not the order||number	T
The [ seat ] of a saddle	furniture that is designed for sitting on||furniture piece_of_furniture article_of_furniture	T
the contents of a [ trojan ] can be a virus or a worm	a program that appears desirable but actually contains something harmful||malevolent_program	T
he looked around for the source of the [ disturbance ]	activity that is a malfunction, intrusion, or interruption||activity	T
The [ tumult ] of the elements	violent agitation||agitation	T
You have a two - hour [ window ] of clear weather to finish working on the lawn .	the time period that is considered best for starting or finishing something||time_period period_of_time period	T
the written [ part ] of the exam	one of the portions into which something is regarded as divided and which together constitute a whole||concept conception construct	T
a heart [ condition ]	an illness, disease, or other medical problem||illness unwellness malady sickness	T
the first [ shock ] of the earthquake came shortly after noon while workers were at lunch	an instance of agitation of the earth's crust||earthquake quake temblor seism	T
he condemned religious [ sectarianism ]	a narrow-minded adherence to a particular sect or party or denomination||narrow-mindedness narrowness	T
[ traffic ] on the internet is lightest during the night	the amount of activity over a communication system during a given period of time||communication communicating	T
This wood has the [ ability ] to fight off insects , fungus , and mold for a considerable time .	the quality of being able to perform; a quality that permits or facilitates achievement or accomplishment||quality	T
She gave great [ head ] .	oral stimulation of the genitals||perversion sexual_perversion	T
the speed with which a program can be executed depends on the [ language ] in which it is written	a systematic means of communicating by the use of sounds or conventional symbols||communication	T
he enjoyed selling but he hated the [ travel ]	the act of going from one place to another||motion movement move	T
Every time we asked for an interview we got a [ denial ] .	the act of refusing to comply (as with a request)||speech_act	T
a [ set ] of books	a group of things of the same kind that belong together and are so used||collection aggregation accumulation assemblage	T
The [ class ] of all sets is not a set .	a collection of things sharing a common attribute||collection aggregation accumulation assemblage	T
He needs some time in the [ field ] before his judgment can be trusted .	somewhere (away from a studio or office or library or laboratory) where practical work is done or data is collected||region	T
I 'm making coleslaw ; do you know where the [ grater ] is ?	utensil with sharp perforations for shredding foods (as vegetables or cheese)||kitchen_utensil	T
A flexor , which bends a part , is the [ antagonist ] of an extensor , which extends it .	a muscle that relaxes while another contracts||antagonistic_muscle	T
Oil [ field ] ;    gold field	extensive tract of level open land||land dry_land earth ground solid_ground terra_firma	T
his friendship was a [ comfort ]	satisfaction or physical well-being provided by a person or thing||gratification satisfaction	T
he celebrated his 10th [ season ] with the ballet company	a period of the year marked by special events or activities in some field||time_period period_of_time period	T
the [ cup ] of her bra	any cup-shaped concavity||concave_shape concavity incurvation incurvature	T
Within the [ compass ] of an encircling wall	the limit of capability||capability capableness potentiality	T
Day and night ;    I work at night and sleep during the [ day ] .	the time after sunrise and before sunset while it is light outside||time_period period_of_time period	T
we live in a litigious [ age ]	an era of history having some distinctive feature||era epoch	T
what a revolting [ development ] !	a recent event that has some relevance for the present situation||change alteration modification	T
he wanted to live his own [ life ] without interference from others	the course of existence of an individual; the actions and events that occur in living||being beingness existence	T
they stopped at an open [ space ] in the jungle	an empty area (usually bounded in some way between things)||amorphous_shape	T
the defensive [ platoon ] of the football team	a group of persons who are engaged in a common activity||social_group	T
trade [ fair ]	gathering of producers to promote business||gathering assemblage	T
Now that we 're all in agreement , we can put that issue to [ rest ] .	a state of inaction||inaction inactivity inactiveness	T
give your home a [ facelift ]	a renovation that improves the outward appearance (as of a building) but usually does not involve major changes||renovation redevelopment overhaul	T
the [ formation ] of memories	creation by mental activity||creating_by_mental_acts	T
The Moon 's [ orbit ] around the Earth takes nearly one month to complete .	the (usually elliptical) path described by one celestial body in its revolution about another||path route itinerary	T
files with a red [ tab ] will be stored separately	a short strip of material attached to or projecting from something in order to facilitate opening or identifying or handling it||strip slip	T
it was great to feel my [ baby ] moving about inside	an unborn child; a human fetus||fetus foetus	T
she got a [ run ] in her stocking	a row of unravelled stitches||damage harm impairment	T
I do it for the [ fun ] of it	activities that are enjoyable or amusing||diversion recreation	T
he is on the purchasing [ side ] of the business	an aspect of something (as contrasted with some other implied aspect)||aspect facet	T
he gave it up as a bad [ job ]	the performance of a piece of work||work	T
in England they call a slowpoke a [ slowcoach ]	someone who moves slowly||dawdler drone laggard lagger trailer poke	T
a four - month [ stay ] in bankruptcy court	continuing or remaining in a place or state||act deed human_action human_activity	T
boys in the village have probably been shooting [ vermin ]	any of various small animals or insects that are pests; e.g. cockroaches or rats||pest	T
Thomas listened to his favorite [ song ] on the radio yesterday .	a short musical composition with words||musical_composition opus composition piece piece_of_music	T
his [ state ] of health	the way something is with respect to its main attributes||attribute	T
We 're adding another [ wall ] in this room during the remodeling .	an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure||partition divider	T
he built a modest [ dwelling ] near the pond	housing that someone is living in||housing lodging living_accommodations	T
he started the [ company ] in his garage	an institution created to conduct business||institution establishment	T
a [ wave ] of settlers	a movement like that of a sudden occurrence or increase in a specified phenomenon||motion movement move motility	T
It 's become a [ habit ] of mine to have a cup of coffee after dinner .	an established custom||custom tradition	T
Is there any [ news ] about the storm ?	information reported in a newspaper or news magazine||information info	T
* Rear Adm. Harry Hill , put in command of the amphibious force , consults with local mariners and reaches a cautious consensus that [ neap ] high tide in the lagoon on November 20 will surely be close to five feet deep . — Michael Kernan , ( Tarawa ) " ... heavy fire ... unable to land ... issue in doubt . " , Smithsonian , Vol . 24 Issue 8 , p118 , 11p , 1c , 9bw , Nov , 1993	a less than average tide occurring at the first and third quarters of the moon||high_tide high_water highwater	T
one [ trouble ] after another delayed the job	a source of difficulty||difficulty	T
I could feel the runner 's [ breath ] on my shoulder .	the air that is inhaled and exhaled in respiration||air	T
I have little [ disposition ] now to do as you say .	an attitude of mind especially one that favors one alternative over others||attitude mental_attitude	T
a [ variant ] of the same word	something a little different from others of the same type||type	T
convert all the measurements to [ metric ] units	a decimal unit of measurement of the metric system (based on meters and kilograms and seconds)||unit_of_measurement unit	T
he dusted off the [ seat ] before sitting down	any support where you can sit (especially the part of a chair or bench etc. on which you sit)||support	T
they had a fierce [ wrestle ]	the act of engaging in close hand-to-hand combat||struggle	T
he blamed his [ slip ] on the ice	an accidental misstep threatening (or causing) a fall||mishap misadventure mischance	T
a [ fit ] of coughing	a sudden uncontrollable attack||attack	T
Having people round for dinner was always quite an [ occasion ] at our house .	an event that occurs at a critical time||happening occurrence occurrent natural_event	T
For Freudians , [ libido ] means the desire to " unite and bind " with objects in the world .	(psychoanalysis) a Freudian term for sexual urge or desire||sexual_desire eros concupiscence physical_attraction	T
humans have 22 [ chromosome ] pairs plus two sex chromosomes	a threadlike strand of DNA in the cell nucleus that carries the genes in a linear order||body	T
The ballet dancer walked with a graceful [ attitude ]	the arrangement of the body and its limbs||bodily_property	T
An incident which happened about this time will set the characters of these two lads more fairly before the discerning reader than is in the [ power ] of the longest dissertation .	possession of controlling influence||quality	T
what is the origin of the [ outwardness ] of our sensations of sound , smell , or taste	concern with outward things or material objects as opposed to the mind and spirit||cognitive_state state_of_mind	T
the Democratic Party is an [ umbrella ] for many liberal groups	having the function of uniting a group of similar things||union unification uniting conjugation jointure	T
attempts to explain the origin of [ evil ] in the world	the quality of being morally wrong in principle or practice||immorality	T
He performed in [ drag ] .	clothing that is conventionally worn by the opposite sex (especially women's clothing when worn by a man)||clothing article_of_clothing vesture wear wearable habiliment	T
* 1992 : Uncomfortably , I thought of the Bacchae : hooves and bloody ribs , scraps dangling from the fir trees . There was a word for it in Greek : [ omophagia ] . — Donna Tartt , The Secret History	the eating of raw food||eating feeding	T
meat [ loaf ]	a quantity of food (other than bread) formed in a particular shape||food solid_food	T
a man of [ quality ]	high social status||social_station social_status social_rank rank	T
without him the [ dullness ] of her life crept into her work no matter how she tried to compartmentalize it .	lack of sensibility||unfeelingness callousness callosity hardness insensibility	T
He had worked in [ construction ] all his life .	the commercial activity involved in repairing old structures or constructing new ones||commercial_enterprise business_enterprise business	T
he failed in his manner of [ address ] to the captain	the manner of speaking to another individual||manner_of_speaking speech delivery	T
in the political [ orbit ] of a world power	an area in which something acts or operates or has power or control:||extent	T
An [ account ] of a battle .	a record or narrative description of past events||record	T
the barber did a real [ job ] on my hair	a damaging piece of work||work	T
a cartilaginous [ style ]	a slender bristlelike or tubular process||process outgrowth appendage	T
from the [ tone ] of her behavior I gathered that I had outstayed my welcome	the quality of something (an act or a piece of writing) that reveals the attitudes and presuppositions of the author||quality	T
the soldiers were put on [ fatigue ] to teach them a lesson	labor of a nonmilitary kind done by soldiers (cleaning or digging or draining or so on)||assignment duty_assignment	T
they were sitting by the [ water ] 's edge	the part of the earth's surface covered with water (such as a river or lake or ocean)||thing	T
the outcome justified the [ search ]	an investigation seeking answers||investigation investigating	T
they had a [ window ] of less than an hour when an attack would have succeeded	the time period that is considered best for starting or finishing something||time_period period_of_time period	T
an [ outfitter ] provided everything needed for the safari	someone who sells men's clothes||garmentmaker garment-worker garment_worker	F
the student [ body ]	the body excluding the head and neck and limbs||body_part	F
they attacked the enemy 's [ line ]	a conceptual separation or distinction||differentiation distinction	F
that 's the [ size ] of the situation	the physical magnitude of something (how big it is)||magnitude	F
Printed [ matter ] ;    He always took some reading matter with him on the plane .	(used with negation) having consequence||consequence import moment	F
it may rain in which [ case ] the picnic will be canceled	nouns or pronouns or adjectives (often marked by inflection) related in some way to other words in a sentence||grammatical_category syntactic_category	F
there 's good [ stuff ] in that book	unspecified qualities required to do or be something||quality	F
he has a [ hold ] over them	time during which some action is awaited||pause intermission break interruption suspension	F
the [ reason ] a steady state was never reached was that the back pressure built up too slowly	the capacity for rational thought or inference or discrimination||faculty mental_faculty module	F
he went to law school out of [ respect ] for his father 's wishes	a feeling of friendship and esteem||affection affectionateness fondness tenderness heart warmness warmheartedness philia	F
he tried to sing the tenor [ part ]	a line of scalp that can be seen when sections of hair are combed in opposite directions||line	F
he gave the door a hard [ push ]	the force used in pushing||force	F
she threw the [ invitation ] away	a tempting allurement||allure allurement temptingness	F
he sensed the [ presence ] of danger	the state of being present; current existence||being beingness existence	F
they made a futile [ play ] for power	movement or space for movement||movability movableness	F
he is playing [ third ]	the third from the lowest forward ratio gear in the gear box of a motor vehicle||gear gear_mechanism	F
take a [ left ] at the corner	the hand that is on the left side of the body||hand manus mitt paw	F
the cognitive [ operation ] of remembering	a business especially one run on a large scale||business_activity commercial_activity	F
this dish could use a [ touch ] of garlic	the faculty by which external objects or forces are perceived through contact with the body (especially the hands)||exteroception	F
he always blames someone else in the immediate [ neighborhood ]	the approximate amount of something (usually used prepositionally as in `in the region of')||indefinite_quantity	F
loss of blood is an important cause of [ shock ]	a reflex response to the passage of electric current through the body||reflex reflex_response reflex_action instinctive_reflex innate_reflex inborn_reflex unconditioned_reflex physiological_reaction	F
did n't know the [ way ] home	the property of distance in general||distance	F
This song keeps going through my [ head ] .	the striking part of a tool||striker	F
they gave full [ play ] to the artist 's talent	a dramatic work intended for performance by actors on a stage||dramatic_composition dramatic_work	F
the [ sound ] awakened them	a narrow channel of the sea joining two larger bodies of water||channel	F
She 's my love , my [ life ] .	the experience of being alive; the course of human events and activities||experience	F
they put out quite a [ spread ]	a conspicuous disparity or difference as between two figures||disparity	F
The exploring party went through the high [ gap ] in the mountains .	an act of delaying or interrupting the continuity||delay holdup	F
an [ occasion ] arranged to honor the president	reason||reason ground	F
[ confidence ] is always borrowed , never owned	freedom from doubt; belief in yourself and your abilities||certainty	F
the [ soul ] of honor	a secular form of gospel that was a major Black musical genre in the 1960s and 1970s||black_music African-American_music	F
the magnetic [ effect ] was greater when the rod was lengthwise	(of a law) having legal validity||validity validness	F
Government and [ business ] could not agree	the activity of providing goods and services involving financial and commercial and industrial aspects||commerce commercialism mercantilism	F
What [ make ] of car do you drive ?	the act of mixing cards haphazardly||reordering	F
Today 's [ panel ] includes John Smith .	electrical device consisting of a flat insulated surface that contains switches and dials and meters for controlling other electrical devices||electrical_device	F
he hit the ball to deep [ center ]	the object upon which interest and attention focuses||object	F
he sailed around the [ world ]	all of the living human inhabitants of the earth||group grouping	F
the [ change ] of government had no impact on the economy	a thing that is different||thing	F
the [ coast ] is clear	the act of moving smoothly along a surface while remaining in contact with it||motion movement move	F
arrogance and lack of [ taste ] contributed to his rapid success	a brief experience of something||experience	F
a piano was in one [ corner ] of the room	the point where two lines meet or intersect||point	F
the so - called glorious experiment came to an inglorious [ end ]	the concluding parts of an event or occurrence||ending conclusion finish	F
a remarkable [ degree ] of frankness	a measure for arcs and angles||angular_unit	F
his saxophone was in [ pledge ]	a binding commitment to do or give or refrain from something||commitment dedication	F
atheists do not enjoy a favorable [ position ] in American life	an item on a list or in a sequence||item point	F
there was a [ light ] at every corner	having abundant light or illumination||illumination	F
There was a [ catch ] in his voice when he spoke his father 's name .	a cooperative game in which a ball is passed back and forth||game	F
she lost all [ respect ] for him	a courteous expression (by word or deed) of esteem or regard||politeness civility	F
he wanted to feel a [ part ] of something bigger than himself	an actor's portrayal of someone in a play||portrayal characterization enactment personation	F
the [ pursuit ] of love	the act of pursuing in an effort to overtake or capture||motion movement move	F
the people slowly progressed from barbarism to [ civilization ]	the quality of excellence in thought and manners and taste||excellence	F
He has a lot of [ interest ] in vintage cars .	(usually plural) a social group whose members control some field of activity and who have common aims||social_group	F
The chimney [ corner ] was full of cobwebs .	an interior angle formed by two meeting walls||area	F
the second [ movement ] is slow and melodic	the driving and regulating parts of a mechanism (as of a watch or clock)||action action_mechanism	F
you take a [ chance ] when you let her drive	a possibility due to a favorable combination of circumstances||possibility possibleness	F
they say he gives good [ head ]	the top of something||top	F
the winning [ goal ] came with less than a minute left to play	the state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it||content cognitive_content mental_object	F
a poor [ excuse ] for an automobile	a note explaining an absence||note short_letter line billet	F
the [ course ] of the river	education imparted in a series of lessons or meetings||education instruction teaching pedagogy didactics educational_activity	F
the direction of maximum [ tension ] moves asymptotically toward the direction of the shear	a balance between and interplay of opposing elements or tendencies (especially in art or literature)||balance	F
Membership of this golf club is limited to those of [ quality ] and wealth .	an essential and distinguishing attribute of something or someone; --Shakespeare||attribute	F
his novels always have a lot of [ action ]	a process existing in or produced by nature (rather than by the intent of human beings)||process physical_process	F
they applied for an [ extension ] of the loan	the most direct or specific meaning of a word or expression; the class of objects that an expression refers to||meaning substance	F
You need to learn to be more tolerant of [ difference ] .	a significant change||change	F
get to the [ point ]	an instant of time||measure quantity amount	F
